ProductID,Name,Condition,State,Price
6760,Product #6760,445707023-8,Ohio,488.90
7575,Product #7575,022430053-9,Indiana,501.58
872,Product #872,672203390-2,New York,358.00
3247,Product #3247,231193454-6,California,15.32
3253,Product #3253,808393193-4,Wisconsin,808.30
9656,Product #9656,202709872-0,Washington,534.00
6893,Product #6893,275472206-8,Virginia,866.50
1135,Product #1135,128550128-4,Louisiana,609.44
6193,Product #6193,252627776-0,Connecticut,457.92
1072,Product #1072,744839552-1,Ohio,368.92
7360,Product #7360,662750004-3,Tennessee,139.89
4373,Product #4373,967667945-3,New York,521.70
8125,Product #8125,605831794-0,California,244.19
9219,Product #9219,183959985-5,Iowa,177.02
6057,Product #6057,267559271-4,Alaska,323.75
749,Product #749,510303718-1,Washington,256.58
3514,Product #3514,295663006-7,Indiana,119.26
1048,Product #1048,601524883-1,New York,832.16
320,Product #320,497985347-1,Georgia,632.18
1962,Product #1962,602728914-7,North Carolina,327.29
157,Product #157,128094125-1,Maryland,338.86
5897,Product #5897,717264284-8,Alabama,937.71
4587,Product #4587,146112531-6,Texas,653.87
3768,Product #3768,373261689-4,New York,702.64
5137,Product #5137,153881875-2,Tennessee,107.45
559,Product #559,877121039-3,South Dakota,641.72
5306,Product #5306,204740006-6,Colorado,916.77
4876,Product #4876,980659364-2,Colorado,23.85
9760,Product #9760,291444274-2,District of Columbia,880.83
1981,Product #1981,084148717-0,District of Columbia,890.20
7239,Product #7239,616926379-2,Florida,78.05
7529,Product #7529,548221272-6,California,136.45
325,Product #325,365104146-8,Georgia,809.25
2768,Product #2768,984571321-1,California,311.24
5703,Product #5703,025915146-7,Pennsylvania,315.44
1071,Product #1071,769985337-7,California,254.56
8665,Product #8665,612867046-6,Colorado,62.28
268,Product #268,633587029-0,Virginia,842.65
925,Product #925,059666787-6,California,887.47
3283,Product #3283,491390347-0,Arizona,357.47
1290,Product #1290,974053194-6,Kansas,506.25
3524,Product #3524,540103761-9,South Dakota,853.73
1754,Product #1754,370967969-9,Florida,830.47
1251,Product #1251,771473891-X,Mississippi,210.14
3338,Product #3338,116019241-3,Alabama,728.54
9408,Product #9408,487687757-2,Massachusetts,358.16
2167,Product #2167,323703994-2,Illinois,571.56
7444,Product #7444,480416223-2,Texas,22.76
7373,Product #7373,313782348-X,Pennsylvania,99.00
9885,Product #9885,334185285-9,Maryland,101.90
2379,Product #2379,092700329-5,Texas,401.91
6387,Product #6387,920481584-1,California,947.21
4778,Product #4778,543695975-X,North Dakota,239.99
463,Product #463,272509146-2,Maryland,193.30
1975,Product #1975,133743905-3,Iowa,196.39
9229,Product #9229,983012440-1,Maryland,144.37
8150,Product #8150,034307655-1,New Mexico,787.10
4082,Product #4082,414523900-8,New York,162.79
5818,Product #5818,496121883-9,Indiana,109.28
889,Product #889,251487889-6,Michigan,22.01
5583,Product #5583,175950564-1,Nevada,69.62
8583,Product #8583,733720572-4,New York,169.05
6389,Product #6389,387626318-2,Indiana,877.17
8009,Product #8009,840946468-3,Texas,565.89
8192,Product #8192,251090038-2,Florida,286.90
2901,Product #2901,136419015-X,Nevada,120.00
9341,Product #9341,677363368-0,Florida,913.59
1674,Product #1674,970742863-5,Indiana,985.39
8348,Product #8348,957298180-3,Texas,699.87
8143,Product #8143,570731429-6,Illinois,310.43
7967,Product #7967,416260769-9,Louisiana,621.34
1952,Product #1952,138364680-5,Alaska,701.11
4173,Product #4173,683590561-1,California,561.34
4959,Product #4959,742342684-9,District of Columbia,21.66
8381,Product #8381,609716617-6,Michigan,583.18
5899,Product #5899,353507139-9,Florida,34.37
8895,Product #8895,248595417-8,Oklahoma,793.99
1556,Product #1556,094573590-1,Florida,315.88
8601,Product #8601,544326667-5,Missouri,711.12
8439,Product #8439,132785151-2,Virginia,562.78
6483,Product #6483,117104541-7,Florida,491.53
7208,Product #7208,430964049-4,California,513.03
854,Product #854,660724799-7,California,339.15
1913,Product #1913,292407171-2,Ohio,450.36
8245,Product #8245,923308274-1,Iowa,23.10
8399,Product #8399,811066611-6,Mississippi,605.01
6179,Product #6179,218867158-9,Virginia,15.22
8841,Product #8841,418408778-7,Minnesota,53.95
6717,Product #6717,204460748-4,North Carolina,974.76
3498,Product #3498,003798919-7,Illinois,883.44
5282,Product #5282,596494125-7,California,626.21
7021,Product #7021,043647389-5,California,326.38
5578,Product #5578,026414900-9,Florida,60.82
5345,Product #5345,486342402-7,Pennsylvania,724.48
3326,Product #3326,807805003-8,New Jersey,75.86
9619,Product #9619,237953364-4,Florida,181.52
7921,Product #7921,397612269-6,New Jersey,937.66
351,Product #351,205843168-5,California,322.28
6780,Product #6780,883980877-9,Florida,615.79
2558,Product #2558,267029469-3,Virginia,528.26
778,Product #778,492201401-2,Virginia,117.47
