ProductID,Name,Condition,State,Price
827,Product #827,655393388-X,Kentucky,584.70
6144,Product #6144,576729998-6,West Virginia,559.14
7272,Product #7272,540244301-7,California,666.51
7034,Product #7034,203306722-X,North Carolina,827.54
4931,Product #4931,154916918-1,Texas,218.07
450,Product #450,754773291-7,Colorado,477.34
1195,Product #1195,697108602-3,Georgia,8.17
7842,Product #7842,688778310-X,Pennsylvania,180.56
2117,Product #2117,907832014-1,Oklahoma,670.89
6688,Product #6688,420708018-X,Ohio,532.19
6856,Product #6856,756691442-1,Florida,34.94
8659,Product #8659,417450717-1,Alaska,925.21
7075,Product #7075,118389297-7,South Carolina,308.42
5106,Product #5106,939659289-7,Oklahoma,237.98
1868,Product #1868,211108873-0,Arizona,380.55
7421,Product #7421,023120696-8,California,947.05
6189,Product #6189,573395280-6,Texas,137.66
1372,Product #1372,715071419-6,Florida,146.88
1382,Product #1382,798506458-3,Missouri,562.42
1869,Product #1869,258226278-1,Connecticut,548.07
6860,Product #6860,918009428-7,California,538.04
86,Product #86,262906141-8,Texas,460.82
5648,Product #5648,297883805-1,California,639.81
442,Product #442,590364864-9,West Virginia,887.97
5109,Product #5109,706697582-0,Mississippi,590.75
7207,Product #7207,068264336-X,Rhode Island,210.20
3772,Product #3772,243493082-4,Texas,54.93
812,Product #812,406238548-1,North Carolina,309.57
1188,Product #1188,675393237-2,Michigan,783.82
8229,Product #8229,404226143-4,West Virginia,353.40
6074,Product #6074,575653907-7,Kansas,318.50
8068,Product #8068,680096508-1,North Carolina,908.08
9181,Product #9181,410219345-6,Nevada,169.28
9940,Product #9940,597335954-9,Texas,221.97
8691,Product #8691,139239604-2,Colorado,109.15
8134,Product #8134,107655537-3,Florida,891.02
806,Product #806,832726130-4,California,47.85
7110,Product #7110,912355211-5,Maryland,174.57
5313,Product #5313,275761149-6,District of Columbia,585.23
4477,Product #4477,281771569-1,Georgia,16.94
4562,Product #4562,500288823-2,Florida,815.82
4056,Product #4056,681260040-7,District of Columbia,396.71
9556,Product #9556,549570014-7,Maryland,567.52
7519,Product #7519,872562770-8,Kansas,918.04
7399,Product #7399,605831228-0,California,741.82
5797,Product #5797,819541951-8,District of Columbia,964.22
6508,Product #6508,541047562-3,Georgia,786.41
5726,Product #5726,626597840-3,Arkansas,468.75
6567,Product #6567,539384012-8,California,239.15
2369,Product #2369,109502659-3,Oklahoma,999.77
6432,Product #6432,497019242-1,Georgia,612.42
6071,Product #6071,419815543-7,Florida,339.11
2452,Product #2452,758406836-7,California,857.47
7395,Product #7395,611749361-4,Washington,322.07
5034,Product #5034,297514549-7,Indiana,724.00
7594,Product #7594,816398548-8,New York,759.75
3418,Product #3418,210753588-4,Texas,101.81
3268,Product #3268,089986892-4,Texas,722.29
3697,Product #3697,787015372-9,Kansas,577.54
707,Product #707,138888740-1,Louisiana,617.05
3358,Product #3358,989563670-9,Vermont,794.44
75,Product #75,043207695-6,Kentucky,862.98
4493,Product #4493,959648003-0,Alabama,266.85
4731,Product #4731,389973633-8,Texas,400.54
6458,Product #6458,458802105-2,New York,797.85
1968,Product #1968,497223800-3,Florida,854.46
9330,Product #9330,700272063-5,Texas,912.12
1601,Product #1601,029924699-X,Florida,825.20
269,Product #269,242270862-5,Tennessee,267.51
4361,Product #4361,222721745-6,Kansas,768.77
1820,Product #1820,839061627-0,Texas,364.43
6897,Product #6897,762092347-0,Oklahoma,770.83
817,Product #817,343885822-3,New Mexico,524.99
317,Product #317,665533329-6,Georgia,860.17
6451,Product #6451,027118137-0,Pennsylvania,53.94
186,Product #186,341647291-8,New York,864.43
6453,Product #6453,552908426-5,Michigan,413.44
809,Product #809,087232358-7,Texas,107.12
2165,Product #2165,921916480-9,Missouri,584.27
454,Product #454,608734571-X,Ohio,266.27
2809,Product #2809,851894834-7,Oregon,916.82
5271,Product #5271,983182291-9,Kansas,373.03
1873,Product #1873,305741698-5,Washington,391.57
515,Product #515,899737291-2,Texas,564.22
721,Product #721,102483153-1,Arizona,273.67
3512,Product #3512,895440262-3,Maryland,247.73
8996,Product #8996,380380975-4,Texas,969.87
2583,Product #2583,061563815-5,Ohio,725.18
5282,Product #5282,506123216-X,Florida,226.80
844,Product #844,416668171-0,Texas,792.59
7370,Product #7370,799880698-2,Texas,529.08
2759,Product #2759,230340424-X,Michigan,171.83
4760,Product #4760,087097964-7,District of Columbia,280.76
8731,Product #8731,098714097-3,Tennessee,32.83
9091,Product #9091,225147983-X,Oregon,586.65
4592,Product #4592,009320467-1,West Virginia,514.63
1977,Product #1977,246713053-3,Pennsylvania,236.52
5350,Product #5350,660032823-1,Minnesota,401.05
3669,Product #3669,464571670-0,Colorado,192.63
609,Product #609,022512699-0,North Carolina,264.75
1827,Product #1827,986396620-7,Connecticut,167.63
5389,Product #5389,978706427-9,New York,830.29
7842,Product #7842,600956339-9,Georgia,781.07
6354,Product #6354,291156746-3,Louisiana,273.96
3513,Product #3513,092267449-3,Nevada,299.75
1817,Product #1817,698432087-9,Iowa,972.56
7203,Product #7203,039292428-5,Tennessee,59.79
9705,Product #9705,312777737-X,Utah,131.42
3916,Product #3916,276912518-4,District of Columbia,545.61
1443,Product #1443,244598463-7,Florida,566.63
461,Product #461,430886176-4,Texas,223.88
8881,Product #8881,999437675-6,Florida,13.87
4393,Product #4393,303664714-7,New Hampshire,949.42
3824,Product #3824,206121543-2,Kentucky,381.71
3503,Product #3503,469987338-3,Texas,488.07
3052,Product #3052,201511451-3,Utah,794.62
7235,Product #7235,444795588-1,Washington,174.39
6449,Product #6449,245130484-7,Washington,537.07
2681,Product #2681,673124576-3,North Carolina,958.16
8535,Product #8535,099856823-6,Nevada,896.51
6837,Product #6837,743565509-0,Michigan,646.73
2920,Product #2920,062546672-1,Iowa,460.42
8847,Product #8847,822176086-2,Iowa,495.94
3697,Product #3697,178989288-0,Florida,893.46
2027,Product #2027,713221283-4,California,882.66
2858,Product #2858,846094974-5,Oregon,457.14
1204,Product #1204,319292250-8,California,407.13
471,Product #471,755927419-6,Pennsylvania,612.29
192,Product #192,819251445-5,Texas,147.69
7813,Product #7813,836583971-7,Utah,941.85
4970,Product #4970,721178450-4,Florida,122.58
3792,Product #3792,524159360-8,Tennessee,567.37
7299,Product #7299,163367662-5,Kentucky,727.23
6556,Product #6556,978066844-6,Texas,646.34
7193,Product #7193,464962695-1,California,8.75
4026,Product #4026,934857231-8,South Carolina,532.64
9204,Product #9204,330690714-6,Missouri,877.35
7358,Product #7358,137805755-4,Illinois,572.34
9956,Product #9956,611800236-3,Maryland,399.76
8423,Product #8423,631036377-8,District of Columbia,750.16
7161,Product #7161,802274058-6,Delaware,885.42
5397,Product #5397,398710632-8,New Jersey,204.02
5958,Product #5958,393020598-X,Massachusetts,954.86
9374,Product #9374,131951141-4,California,202.46
4810,Product #4810,795733093-2,Kansas,816.89
7350,Product #7350,614451377-9,District of Columbia,688.00
1646,Product #1646,795258122-8,Alaska,255.24
3788,Product #3788,914573118-7,Texas,88.50
9141,Product #9141,987142692-5,District of Columbia,15.29
616,Product #616,866150264-0,Texas,84.48
2769,Product #2769,298118758-9,Wisconsin,629.75
7579,Product #7579,013073065-3,California,457.36
9478,Product #9478,823442707-5,California,580.99
4474,Product #4474,292271447-0,California,333.61
802,Product #802,933433664-1,Idaho,585.24
3864,Product #3864,782636937-1,Colorado,613.47
136,Product #136,099800658-0,North Carolina,698.06
9642,Product #9642,379205085-4,Georgia,438.47
158,Product #158,935862497-3,Florida,622.25
272,Product #272,736463588-2,Washington,69.72
8267,Product #8267,878210235-X,California,680.12
8666,Product #8666,786730288-3,New York,724.52
5935,Product #5935,072216531-5,Idaho,753.91
1733,Product #1733,775973167-1,Kansas,471.39
5971,Product #5971,053254900-7,California,304.69
6875,Product #6875,366004774-0,Texas,56.30
4559,Product #4559,327686015-5,Missouri,624.97
534,Product #534,963739951-8,Nevada,771.87
7016,Product #7016,103427084-2,California,870.01
8459,Product #8459,871501319-7,Hawaii,352.14
4636,Product #4636,165874729-1,Texas,671.41
6377,Product #6377,100678888-3,Florida,797.21
8534,Product #8534,857933032-7,Alabama,643.02
542,Product #542,226970346-4,Virginia,905.50
6881,Product #6881,447972126-6,Texas,613.38
4173,Product #4173,804411995-7,Minnesota,636.45
8430,Product #8430,005647688-4,Texas,65.49
8841,Product #8841,407475472-X,California,354.52
3948,Product #3948,263902351-9,New York,568.94
1678,Product #1678,167826097-5,Illinois,543.33
5572,Product #5572,962805198-9,Texas,179.78
9949,Product #9949,719469143-4,New Jersey,918.07
5233,Product #5233,733815901-7,South Carolina,800.62
3187,Product #3187,384655638-6,North Carolina,125.38
1080,Product #1080,711440076-4,Oklahoma,88.31
8289,Product #8289,842568777-2,California,164.92
9116,Product #9116,640529595-8,California,920.30
2080,Product #2080,326229171-4,Arizona,868.13
373,Product #373,563992543-4,Michigan,50.72
