ProductID,Name,Condition,State,Price
9227,Product #9227,405362646-3,Nebraska,579.13
8556,Product #8556,651396128-9,Texas,804.58
8726,Product #8726,223758226-2,Maryland,840.60
2242,Product #2242,768865459-9,Alabama,821.00
2836,Product #2836,072874219-5,Kansas,367.18
4782,Product #4782,017583666-3,Pennsylvania,542.31
4989,Product #4989,777906608-8,West Virginia,99.17
1503,Product #1503,677937302-8,Georgia,383.76
2613,Product #2613,636399789-5,North Carolina,686.75
966,Product #966,013183439-8,New Mexico,227.93
5188,Product #5188,424022343-1,Florida,462.75
4937,Product #4937,355437536-5,Pennsylvania,245.52
8425,Product #8425,878978175-9,Massachusetts,63.90
6645,Product #6645,054492944-6,Mississippi,431.63
4210,Product #4210,470385406-6,Texas,981.74
800,Product #800,376744876-9,Texas,884.82
4060,Product #4060,897768343-2,New Jersey,234.41
2634,Product #2634,152283735-3,Indiana,898.97
6977,Product #6977,018619142-1,Virginia,318.80
8223,Product #8223,705765710-2,Massachusetts,799.12
9751,Product #9751,742803636-4,New York,726.52
9446,Product #9446,363302322-4,Arizona,799.85
3891,Product #3891,472568029-X,Maryland,801.06
2397,Product #2397,042155381-2,Florida,603.39
3608,Product #3608,854205310-9,Pennsylvania,918.05
946,Product #946,421519377-X,Minnesota,87.98
7619,Product #7619,661653068-X,New York,685.76
7283,Product #7283,020126180-4,Hawaii,141.06
3658,Product #3658,764066454-3,North Carolina,959.31
2614,Product #2614,453354572-6,Ohio,823.31
8756,Product #8756,705829995-1,Alaska,185.61
3950,Product #3950,773846027-X,Hawaii,859.06
3084,Product #3084,539981999-6,Arizona,5.60
1594,Product #1594,425125675-1,Arizona,452.94
2099,Product #2099,597785928-7,Virginia,361.59
8628,Product #8628,711930388-0,Florida,926.00
5666,Product #5666,673072816-7,Indiana,512.18
5756,Product #5756,942227771-X,South Carolina,471.69
493,Product #493,336330316-5,Louisiana,522.09
4100,Product #4100,488768802-4,Texas,261.87
6553,Product #6553,600552624-3,Washington,966.11
8859,Product #8859,574088855-7,Louisiana,936.64
9068,Product #9068,400782782-6,Virginia,68.38
5711,Product #5711,557963499-4,Texas,832.28
9722,Product #9722,764951060-3,Pennsylvania,219.19
803,Product #803,423822112-5,New York,309.74
3867,Product #3867,407317228-X,Illinois,294.16
3520,Product #3520,025946645-X,Colorado,630.59
