ProductID,Name,Condition,State,Price
6092,Product #6092,548275157-0,Ohio,869.15
7890,Product #7890,886374891-8,New York,2.16
9722,Product #9722,654451093-9,Maryland,306.44
3683,Product #3683,522718791-6,Texas,360.08
1897,Product #1897,779854023-7,Florida,346.69
1989,Product #1989,446167623-4,Washington,149.44
8247,Product #8247,880413485-2,Kansas,119.74
1969,Product #1969,071964895-5,Arkansas,591.08
6629,Product #6629,973404311-0,North Carolina,186.58
804,Product #804,787748498-4,Washington,478.47
4474,Product #4474,710723387-4,District of Columbia,582.97
9665,Product #9665,878137978-1,New York,172.38
4187,Product #4187,004713159-4,New Hampshire,562.09
7127,Product #7127,968125134-2,Washington,620.63
3384,Product #3384,959793368-3,Arizona,20.32
1393,Product #1393,551768402-5,New York,929.90
6666,Product #6666,206353783-6,North Carolina,111.72
8958,Product #8958,139745058-4,Utah,743.51
317,Product #317,865539845-4,California,735.00
2237,Product #2237,142057351-9,Missouri,384.18
9073,Product #9073,883260790-5,Florida,944.15
6788,Product #6788,868050987-6,Idaho,379.30
9959,Product #9959,951514455-8,Tennessee,498.90
6228,Product #6228,700508192-7,Wisconsin,972.98
3332,Product #3332,861909371-1,California,426.55
2516,Product #2516,476837117-5,New York,154.78
4544,Product #4544,904589168-9,Illinois,626.61
3697,Product #3697,776793394-6,Illinois,701.44
482,Product #482,052275043-5,Indiana,144.51
5663,Product #5663,684247777-8,Tennessee,840.35
1033,Product #1033,768535456-X,Kansas,124.44
2743,Product #2743,432037680-3,Georgia,149.83
871,Product #871,073570388-4,Minnesota,368.42
6347,Product #6347,927061264-3,California,343.41
969,Product #969,936423949-0,Texas,565.74
9386,Product #9386,661553865-2,Virginia,957.25
1760,Product #1760,171317453-7,Texas,273.56
5409,Product #5409,686729758-7,Tennessee,352.73
8276,Product #8276,092026010-1,District of Columbia,566.63
6170,Product #6170,265568890-2,Michigan,660.23
5189,Product #5189,354300201-5,Idaho,303.98
6347,Product #6347,735384813-8,Washington,316.08
9442,Product #9442,341179161-6,Colorado,548.10
5120,Product #5120,585071633-5,District of Columbia,309.71
5274,Product #5274,595057036-7,Kansas,847.06
8943,Product #8943,800200631-3,Massachusetts,603.33
5830,Product #5830,749815333-5,Arizona,721.48
9811,Product #9811,701298117-2,North Dakota,824.76
1038,Product #1038,025924131-8,New York,136.58
7836,Product #7836,747847365-2,California,579.29
5145,Product #5145,495166673-1,Maryland,295.42
5919,Product #5919,565745839-7,Louisiana,9.61
1740,Product #1740,440666139-5,Kentucky,877.72
5299,Product #5299,771826914-0,Connecticut,239.67
4014,Product #4014,653571790-9,Oklahoma,585.39
3780,Product #3780,122232896-8,Ohio,836.39
1316,Product #1316,673380992-3,Texas,125.12
2467,Product #2467,038016514-7,Florida,274.75
596,Product #596,963497598-4,District of Columbia,320.63
2738,Product #2738,288639737-7,Alabama,613.98
8576,Product #8576,523171182-9,New York,515.94
6823,Product #6823,833345463-1,Florida,251.32
343,Product #343,771312914-6,Nebraska,432.10
8685,Product #8685,582901645-1,Texas,491.37
993,Product #993,114687557-6,Virginia,802.94
2000,Product #2000,500615653-8,Virginia,682.72
6283,Product #6283,257993982-2,Kansas,454.87
6010,Product #6010,217209147-2,Kentucky,20.99
4332,Product #4332,808712467-7,Texas,724.77
3382,Product #3382,665915510-4,Hawaii,776.25
9445,Product #9445,540650602-1,Florida,707.22
5784,Product #5784,550946550-6,Virginia,704.64
3478,Product #3478,569475289-9,Pennsylvania,658.86
7005,Product #7005,348173048-9,Florida,277.92
4198,Product #4198,749452026-0,Iowa,815.42
1841,Product #1841,350543033-1,Wisconsin,339.17
3810,Product #3810,963005950-9,Louisiana,646.30
8471,Product #8471,910734076-1,California,819.51
4974,Product #4974,340434312-3,Oklahoma,332.12
5567,Product #5567,804952035-8,California,530.34
6321,Product #6321,149034554-X,Alabama,452.94
6052,Product #6052,419615847-1,Maryland,366.70
7438,Product #7438,719803498-5,Arizona,46.70
9737,Product #9737,977733052-9,Virginia,350.78
1654,Product #1654,061139667-X,Arizona,29.63
297,Product #297,386557818-7,Illinois,631.40
8654,Product #8654,773203826-6,Minnesota,871.78
1678,Product #1678,630709502-4,Ohio,2.53
8511,Product #8511,010493321-6,Florida,108.38
5229,Product #5229,745090554-X,California,721.89
5056,Product #5056,537058200-9,California,483.58
4247,Product #4247,267040912-1,Vermont,441.16
6370,Product #6370,399832060-1,Minnesota,734.05
9675,Product #9675,952864005-2,Ohio,32.67
5343,Product #5343,984431795-9,Texas,866.36
9435,Product #9435,724631763-5,Oklahoma,254.00
1828,Product #1828,284342757-6,Texas,304.77
3062,Product #3062,689471747-8,Connecticut,897.81
6113,Product #6113,946529866-2,New Jersey,885.38
3023,Product #3023,822072572-9,California,181.30
445,Product #445,141173531-5,Florida,79.51
4977,Product #4977,336263513-X,Nevada,886.54
5281,Product #5281,384557820-3,Virginia,73.72
3103,Product #3103,064446131-4,California,39.77
4113,Product #4113,586112182-6,Pennsylvania,150.61
8874,Product #8874,206505613-4,New York,406.19
3378,Product #3378,236957191-8,Missouri,609.51
9367,Product #9367,636021622-1,Pennsylvania,265.97
6071,Product #6071,374759876-5,California,725.00
6831,Product #6831,251979911-0,Tennessee,16.98
5835,Product #5835,648431078-5,Texas,459.63
8730,Product #8730,577587649-0,Tennessee,712.92
7311,Product #7311,900396193-X,North Carolina,172.10
4055,Product #4055,328031890-4,Virginia,626.90
2642,Product #2642,619867716-8,Minnesota,789.80
422,Product #422,184120740-3,California,314.72
3003,Product #3003,663917464-2,Pennsylvania,310.02
4577,Product #4577,997347684-0,Pennsylvania,210.42
6269,Product #6269,564899715-9,Alabama,794.17
6017,Product #6017,578918281-X,California,519.93
5513,Product #5513,848753169-5,Texas,191.53
8935,Product #8935,989023731-8,New York,293.67
5466,Product #5466,001577407-4,Ohio,396.50
4323,Product #4323,737306136-2,Texas,540.09
2383,Product #2383,604350661-0,Illinois,191.71
1992,Product #1992,349575175-0,Pennsylvania,752.58
5498,Product #5498,704428866-9,Arizona,462.71
8275,Product #8275,382281507-1,Illinois,104.76
308,Product #308,324118834-5,District of Columbia,336.94
7832,Product #7832,930076795-X,Iowa,569.23
9474,Product #9474,772174631-0,New York,952.49
9222,Product #9222,260367866-3,New Jersey,440.09
427,Product #427,266832048-8,Florida,265.63
5936,Product #5936,565906594-5,Florida,414.84
1447,Product #1447,461227564-0,Texas,69.68
5327,Product #5327,741087374-4,California,820.58
8184,Product #8184,552461690-0,Indiana,666.30
8844,Product #8844,535387456-0,California,861.62
8567,Product #8567,913498473-9,Washington,934.88
9795,Product #9795,071658462-X,Florida,974.35
4277,Product #4277,573806172-1,New York,763.31
8187,Product #8187,246536488-X,Texas,292.42
2938,Product #2938,906219281-5,Indiana,613.27
5681,Product #5681,787758275-7,Ohio,880.90
617,Product #617,041618238-0,Florida,24.25
1049,Product #1049,276184432-7,Louisiana,595.50
3790,Product #3790,091412481-1,Ohio,665.27
5826,Product #5826,787351095-6,Tennessee,618.79
3713,Product #3713,183268238-2,South Carolina,675.94
3029,Product #3029,531283225-1,Virginia,400.52
3571,Product #3571,971598974-8,Ohio,411.44
8167,Product #8167,648062079-8,Washington,522.01
568,Product #568,920231847-6,California,190.74
6983,Product #6983,038608484-X,Virginia,532.87
5020,Product #5020,561652908-7,Pennsylvania,250.61
8831,Product #8831,124165081-0,California,676.30
