ProductID,Name,Condition,State,Price
9724,Product #9724,820036270-1,California,926.79
2750,Product #2750,540907447-5,Florida,362.85
4528,Product #4528,870483151-9,Nevada,811.62
9751,Product #9751,053250597-2,Minnesota,384.41
3509,Product #3509,391999303-9,South Dakota,740.89
9922,Product #9922,433902131-8,Pennsylvania,820.49
3881,Product #3881,999877044-0,Virginia,503.22
6938,Product #6938,327249033-7,Michigan,751.10
4245,Product #4245,472659560-1,California,292.62
8706,Product #8706,513619717-X,South Carolina,537.83
8706,Product #8706,702651081-9,California,707.06
5887,Product #5887,590329611-4,Texas,211.18
4552,Product #4552,633220705-1,Florida,698.27
1994,Product #1994,157817543-7,Colorado,73.02
599,Product #599,537644672-7,Louisiana,871.07
77,Product #77,304701728-X,Missouri,483.23
9974,Product #9974,215519420-X,California,330.90
721,Product #721,301335662-6,Maryland,906.13
4473,Product #4473,977844875-2,West Virginia,919.01
1891,Product #1891,323500884-5,Alabama,151.12
7911,Product #7911,963338771-X,California,177.76
9002,Product #9002,835783578-3,Texas,33.47
290,Product #290,204467353-3,South Carolina,681.10
5025,Product #5025,859749593-6,New York,660.88
8904,Product #8904,116855769-0,Texas,414.34
8747,Product #8747,572111441-X,Texas,891.26
5719,Product #5719,017324186-7,Virginia,549.31
2296,Product #2296,103139013-8,Oklahoma,499.82
3436,Product #3436,272591244-X,Texas,564.01
9801,Product #9801,756098751-6,Illinois,472.31
8462,Product #8462,081672124-6,Colorado,15.20
2580,Product #2580,137476804-9,Maryland,860.03
2917,Product #2917,349721473-6,Oregon,777.35
1456,Product #1456,170440338-3,North Carolina,58.87
5684,Product #5684,518012143-4,New Jersey,463.61
2133,Product #2133,043323156-4,Minnesota,224.20
799,Product #799,623743955-2,Indiana,965.54
3918,Product #3918,859192012-0,Alabama,70.41
3686,Product #3686,125546312-0,California,342.27
895,Product #895,832302762-5,Ohio,531.14
1474,Product #1474,620179056-X,Virginia,606.34
8941,Product #8941,484184703-0,Ohio,450.71
1362,Product #1362,012806604-0,Florida,926.89
2507,Product #2507,194733485-9,Connecticut,959.02
9605,Product #9605,999418992-1,Texas,897.83
4616,Product #4616,280481166-2,New York,43.53
2008,Product #2008,452811052-0,Oklahoma,642.11
2420,Product #2420,882952823-4,North Carolina,52.17
3983,Product #3983,998385725-1,Alabama,165.33
7569,Product #7569,939586145-2,California,928.84
5826,Product #5826,142987614-X,Florida,983.99
4546,Product #4546,570427472-2,Georgia,138.74
5716,Product #5716,122941185-2,Florida,749.15
935,Product #935,137535064-1,Georgia,824.27
2302,Product #2302,050219312-3,New Jersey,174.55
4655,Product #4655,374819129-4,South Carolina,411.71
1332,Product #1332,376365081-4,New York,724.86
9353,Product #9353,938236485-4,Kansas,537.25
247,Product #247,918020528-3,Virginia,347.15
1532,Product #1532,145250629-9,Ohio,948.07
7779,Product #7779,720567934-6,Indiana,846.15
4955,Product #4955,519677726-1,Florida,97.39
4353,Product #4353,156615518-5,Arizona,510.42
5087,Product #5087,013101545-1,Ohio,14.52
2349,Product #2349,802512375-8,Iowa,738.85
813,Product #813,692402801-2,Colorado,736.26
5485,Product #5485,044621948-7,California,976.64
165,Product #165,967995006-9,Texas,577.65
6601,Product #6601,305028352-1,Washington,305.32
6919,Product #6919,395367337-8,New Mexico,101.96
4877,Product #4877,486342660-7,Texas,334.19
7402,Product #7402,101910050-8,Texas,669.24
1300,Product #1300,112155809-7,Vermont,504.44
8345,Product #8345,371490783-1,Missouri,832.22
6944,Product #6944,331980851-6,New York,584.13
7522,Product #7522,662029911-3,Georgia,147.47
3957,Product #3957,503525649-9,Illinois,717.87
9595,Product #9595,434485880-8,Texas,708.47
7032,Product #7032,346383500-2,West Virginia,566.46
1857,Product #1857,247412676-7,Missouri,634.74
7762,Product #7762,076351630-9,Georgia,596.76
3243,Product #3243,189095308-3,District of Columbia,188.92
6254,Product #6254,771773103-7,Virginia,145.88
9192,Product #9192,889085109-0,Oregon,963.86
3929,Product #3929,490836231-9,Minnesota,57.82
4439,Product #4439,196047523-1,California,853.06
5014,Product #5014,427365945-X,New York,481.99
3875,Product #3875,981109515-9,Minnesota,506.65
531,Product #531,957841251-7,Indiana,674.18
9578,Product #9578,636748994-0,Texas,855.05
4628,Product #4628,424317003-7,California,463.91
9613,Product #9613,963655370-X,Florida,108.07
857,Product #857,841120347-6,Texas,228.95
6022,Product #6022,933839820-X,Colorado,353.34
3518,Product #3518,405940627-9,Arizona,144.87
7984,Product #7984,429451801-4,Kentucky,109.25
6327,Product #6327,754005779-3,Arizona,711.34
966,Product #966,892918819-2,Connecticut,513.67
6922,Product #6922,592901333-0,Kentucky,258.46
9075,Product #9075,530467354-9,California,207.42
172,Product #172,734016059-0,Florida,761.57
924,Product #924,834281141-7,California,283.69
1098,Product #1098,556622931-X,Arizona,511.28
2102,Product #2102,257671260-6,Texas,824.25
1744,Product #1744,122085405-0,Massachusetts,456.14
1110,Product #1110,040821933-5,California,563.23
1502,Product #1502,709866096-5,New York,934.53
3875,Product #3875,654392696-1,Indiana,246.60
9168,Product #9168,437801812-8,Alabama,280.83
5571,Product #5571,543271828-6,Wyoming,466.59
8469,Product #8469,400969345-2,North Carolina,939.15
3851,Product #3851,286388534-0,District of Columbia,758.35
3191,Product #3191,751177094-0,Minnesota,932.30
5071,Product #5071,691590949-4,West Virginia,470.29
2697,Product #2697,492694661-0,California,479.16
2027,Product #2027,884930299-1,Illinois,400.73
4079,Product #4079,102952096-8,Virginia,410.60
2858,Product #2858,526148408-1,Oregon,999.72
